"Founder and President of the Engineering Club; Founded the Engineering Club of Istanbul High School, Elected as the first president of the club, Written the club bylaws and vision statement."
"Founder of 3D Printing Club; Co-created club, grew club to over 20 members. Teaching each member how to use CAD and hosting monthly competitions of who can create the best design."
"USC Service Learning Program Founder/Coordinator; For 6 years I've lead a program uniting local 7th-graders with children at an in-need daycare center. We raise funds, send donations, and mentor kids."
Co Founder and Chief Co coordinator of Impressario; Organized an interactive session with leading entrepreneurs  where they spoke of challenges they've faced.
"Founder, The Bridge Student Film Festival; Sought out high school entrants, vetted judges, created promotional materials and videos, organized film selection committee and festival volunteers."
"Co-founder and vice president of Red Cross Club; Our club works with our local Red Cross unit to coordinate humanitarian events such as blood drives, fundraisers, volunteer work, etc."
"Author and Founder of website, The Candid Nation; I have been writing frequently on The Candid Nation for four years. Have surpassed 25,580 page views and was recognized by TEDx for my creativity."
"Founder, Treasurer, Chair of Project Committee; Rotary International is an organization dedicated to serving others. Started project with African Dream Academy to support a school in Liberia, Africa."
"Founder/Head- BDC Peer Teaching Society; Organized society hierarchy, appointed teachers, ensured the knowledge of peer teachers disseminated to peers, students showed improved grades."
"Founder/Teacher of Hindi Club; Started Hindi club to teach to speak, understand, read and write Hindi Language."
CO-Founder of independent School Newspaper; Initiated independent biweekly school newspaper to deliver student ideas and voices from a variety of cultural backgrounds.
"CHCCS Dance Marathon Co-Founder & Co-Director; Raised $7,163 for UNC Children's Hospital during a 6 hour, district-wide event."
Co-Founder of Desi Culture Club; Co-founder and Co-President of South Asian Culture Club at school.
"Founder & Captain; All girls badminton club; Lined school's yard with duct tape and installed net, gathered at lunch breaks and any free time. Instruct in proper technique, set up a tournament en."
"Founder & leader; Foreign Language Club; I chose resources for members to learn German, found time and place for daily group revision, & conducted foreign film discussions."
Founder. Head; Cultural Dance Club.; The first woman to present dance at school; designed costumes and choreographed dance for annual performances.
Medical Careers Club-Co-President/Co-Founder; Obtained variety of medical professionals for monthly speaking engagements. Hosted speakers. Marketed events to student body.
"FBLA, Co-founder and Secretary; Future Business Leaders of America. Orchestrating club-wide events including guest speakers and club meetings."
"Krispy Crusader Donuts, Co-founder and Manager; Planning the logistics behind the donut shop, coordinating marketing strategies, and creating advertisements for the shop."
one of the founders&vice president; Marketing Club; studied about the basic knowledge with the teaching materials from Fudan University and discussed about the living examples with about 30 members.
Founder Ecogrin Club; Running this club of around 150 members to raise sensitivity towards environment issues. Club has carried out numerous successful Programs and Drives.
