commonappid,actnum,hondet,commonactid
16207514,1,"Road To Recovery (R2R), Cofounder and President; Organize weekly visits to rehabilitate 6 stroke and polio patients by providing physical therapy with 30 trained members; created website for outreach.",162075141
16207675,4,"Vice President/Co-Founder, XBHS Finance Club; Educated multiple students twice each week, and ran a stock market simulator used by over 350 students.",162076754
16208247,1,"Founder and President, Reading Buddies; Founded award-winning program in 2012 to pair Scarsdale HS students with low-income elementary students; manage 40 mentors; organize fundraisers.",162082471
16208375,1,"Real Estate Club; Founder, Vice President; Learned about real estate through invited speakers.",162083751
16208594,6,President and Founder; Faces of the Homeless; Formulated at Duke Imagine camp; started student club that raised funds for after school program and volunteered at local homeless shelter.,162085946
16208853,2,"President and Founder of Appalachian Project; Organize clothing and shoe drives for children in Harlan County, KY. Started a peer letter exchange between students at Brunswick and in Harlan County.",162088532
16209298,2,"Founder and President of the Economics Club; Founded the Economics Club of Istanbul High School, Elected as the first president of the club, Tutored microeconomics and macroeconomics lessons.",162092982
16209298,8,"Founder and President of the Engineering Club; Founded the Engineering Club of Istanbul High School, Elected as the first president of the club, Written the club bylaws and vision statement.",162092988
16209934,4,"Founder of 3D Printing Club; Co-created club, grew club to over 20 members. Teaching each member how to use CAD and hosting monthly competitions of who can create the best design.",162099344
16210101,5,"USC Service Learning Program Founder/Coordinator; For 6 years I've lead a program uniting local 7th-graders with children at an in-need daycare center. We raise funds, send donations, and mentor kids.",162101015
16210298,3,Co Founder and Chief Co coordinator of Impressario; Organized an interactive session with leading entrepreneurs  where they spoke of challenges they've faced.,162102983
16210392,2,"Founder, The Bridge Student Film Festival; Sought out high school entrants, vetted judges, created promotional materials and videos, organized film selection committee and festival volunteers.",162103922
16210443,1,"Co-founder and vice president of Red Cross Club; Our club works with our local Red Cross unit to coordinate humanitarian events such as blood drives, fundraisers, volunteer work, etc.",162104431
16210498,3,"Author and Founder of website, The Candid Nation; I have been writing frequently on The Candid Nation for four years. Have surpassed 25,580 page views and was recognized by TEDx for my creativity.",162104983
16210498,5,"Founder, Treasurer, Chair of Project Committee; Rotary International is an organization dedicated to serving others. Started project with African Dream Academy to support a school in Liberia, Africa.",162104985
16211042,4,"Founder/Head- BDC Peer Teaching Society; Organized society hierarchy, appointed teachers, ensured the knowledge of peer teachers disseminated to peers, students showed improved grades.",162110424
16211335,4,CO-Founder of independent School Newspaper; Initiated independent biweekly school newspaper to deliver student ideas and voices from a variety of cultural backgrounds.,162113354
16211448,6,"Friends of the Child Advocacy Center; Treasurer (11, 12), Founding Member. School club, fundraises and volunteers for the Child Advocacy Center, local organization preventing child abuse.",162114486
16212179,3,"CHCCS Dance Marathon Co-Founder & Co-Director; Raised $7,163 for UNC Children's Hospital during a 6 hour, district-wide event.",162121793
16212179,9,"Concerts on the Hill Project Organizer; Founded an 8 week Fall concert series to showcase the talent within our school's community, and expose underclassmen to performing arts opportunities.",162121799
16212340,9,Co-Founder of Desi Culture Club; Co-founder and Co-President of South Asian Culture Club at school.,162123409
16212397,6,"Founder & Captain; All girls badminton club; Lined school's yard with duct tape and installed net, gathered at lunch breaks and any free time. Instruct in proper technique, set up a tournament en.",162123976
16212397,7,"Founder & leader; Foreign Language Club; I chose resources for members to learn German, found time and place for daily group revision, & conducted foreign film discussions.",162123977
16212397,8,Founder. Head; Cultural Dance Club.; The first woman to present dance at school; designed costumes and choreographed dance for annual performances.,162123978
16212501,1,Medical Careers Club-Co-President/Co-Founder; Obtained variety of medical professionals for monthly speaking engagements. Hosted speakers. Marketed events to student body.,162125011
16212648,1,"FBLA, Co-founder and Secretary; Future Business Leaders of America. Orchestrating club-wide events including guest speakers and club meetings.",162126481
16212648,3,"Krispy Crusader Donuts, Co-founder and Manager; Planning the logistics behind the donut shop, coordinating marketing strategies, and creating advertisements for the shop.",162126483
16212656,4,Sforzando A Cappella; I was a founding member of this co-ed a cappella group which is a two-time Judge's Choice winner at a regional a cappella competition.,162126564
16212656,8,Cultural Connections Club; I am a co-founder of this club whose goal is to make exchange students feel welcome in our school through monthly lunch meetings and fun activities.,162126568
