hondet,commonactid
"Co-founder, Young Artists Design; Printed artworks from high-school students on shirts; sold them in to raise money for kids living in poverty in Cambodia (raised~$1200).",159591404
Vice President and Co-Founder of the Physics Club; Working to solve physics and math related problems and helping to tutor students who need help in Physics.,159594019
"Founder; As Founder of the debate club, it was my responsibility to ensure its continuation.",159595473
Chess Club President and Founder; I founded the chess club in order to promote afterschool activity for students who found themselves without a club to challenge them intellectually.,159595476
"National Academic Bowl, President/Founder; Competes in fast-paced, buzzer style questions on all academic subjects, 1st JV, 3rd Varsity in regionals, nationally recognized.",159597337
"President of Brain Boosters; Founded this club, which allows students to sign up to tutor their peers in any subject area and gain community service hours from doing so.",159598541
"Creative Writing Club; Officer, co-founder: share and discuss written work, learn about different writing genres, prepare for writing contests at bimonthly meetings.",159598628
Co-Founder of Cored News; Cored News is a news outlet created to be a resource for young people trying to discover their political identities. We are on Apple News.,159598681
Founder of Students Against Destructive Decisions; Work closely with school officials to promote safe behavior within the student body.,159602213
Rho Kappa (History Honor Society) Vice-President; As chapter co-founder I was responsible for the spearheading of Our participation the History Bowl competitions.,159604988
"President, Science National Honor Society; Chapter Co-Founder, It was my responsibility to find guest speakers In the science fields to come explain various jobs and research done in science.",159604984
"Odyssey of the Mind Club Co-founder, VP; Coach teams, update president on their progress, head meetings if president is absent, accompany teams and president to competitions.",159605987
"President and Founder of Indian Culture Club; Serving as the president and founder of the Indian culture club, we have participated in a number of local events.",159606825
"President, Founder, National French Honors Society; raise money for French organizations, volunteer in various areas.",159613442
"Personal Finance Club/Secretary; I co-founded the club, and I organize club events, such as an Exploration Day and educational meetings, to teach club members about personal finance.",159613579
Founding Member of the French Buddy Program; Every Tuesday afternoon we  help first and second graders improve their French.,159614662
"Co-Founder: Community Action & Service Council; The CAS Council determines, organizes and leads the upper school community service projects. I helped found this group last year.",159614661
Crafts with Alzheimer's Residents- Co-Founder; Co-founded a craft program at an assisted living facility designed for residents with Dementia and Alzheimer's. Led classes for up to 15 residents.,159615948
"Founder/President of Strake Jesuit Spanish Club; Creates an environment for students interested in the Spanish language and culture and also serves in the Hispanic community, both local and abroad.",159617232
Founder and CEO of a small business; I started a small Hawaiian Shave Ice business and became profitable after three months of conception.,159617492
"Founder of ""Stacey's Bags of Love"" non-profit""; Currently pack and provide weekend meals to over 30 food-insecure children every week, Nominated for Hillsborough County Public Schools ""Serve"" Award"".",159617942
"I am a cofounder of YouTopia, a nonprofit group.; YouTopia raises funds for different nonprofits by organizing fundraising events. Please see youtopia4u.org for more information.",159619731
2015-2017 Co-President of Dance Marathon; Non-profit to raise emotional and financial support for kids fighting cancer; Annual Hair Drive fundraiser founder 2014.,159621861
"Co-founder/President of Free the Children Club; with 100 members, raised over $5000 to support social enterprises that employ disabled people in developing countries.",159623571
"Co-Founder of Rho Kappa at my high school; Rho Kappa is a Social Studies Honor Society. Developed club goals list, planning to collaborate with NSU Professors on historical research.",159625125
